Published Date,Title,Views,Likes,Tags
2023-01-31T20:28:48Z,Apple Pencil ✏️ 5 Motivos Para Tener Uno,12299,645,"['apple pencil', 'apple pencil 2', 'apple pencil 1', 'apple pencil 1 vs 2', 'ipad apple pencil', 'apple pencil notas', 'apple pencil primera generacion', 'apple pencil segunda generación', 'apple pencil diferencias', 'apple pencil que es', 'apple pencil para que sirve', 'apple pencil para ipad', 'apple pencil precio', 'soriano tech', 'apple', 'apple pencil para dibujar', 'apple pencil dibujo']"
2023-01-26T18:25:04Z,HomePod Mini: TODAS LAS NOVEDADES de iOS 16.3,8553,419,"['homepod mini', 'homepod', 'apple homepod mini', 'homepod sensor', 'homepod sensor temperatura', 'homepod temperatura', 'homepod sensor humedad', 'homepod humedad', 'homepod para que sirve', 'homepod apple', 'homepod 2', 'ios 16', 'ios 16.3', 'homepod trucos', 'homepod mini review', 'soriano tech', 'como actualizar homepod', 'como actualizar homepod mini', 'ios 16 homepod', 'como actualizar el homepod', 'homepod automatizacion', 'homepod luce', 'automatizaciones homepod mini']"
2023-01-21T17:00:31Z,Apple Watch POKEMON: Cómo personalizar,2698,116,"['apple watch pokemon', 'caratulas para apple watch', 'como personalizar apple watch', 'esferas apple watch', 'personalizar apple watch', 'clockology', 'clockology tutorial', 'clockology pokemon', 'apple watch casio', 'pokemon', 'trucos apple watch']"
2023-01-20T18:30:32Z,8 Trucos para el TECLADO del iPhone en iOS 16,11224,664,"['trucos iphone', 'teclado iphone', 'trucos para iphone', 'teclado iphone emojis', 'teclado iphone apk', 'teclado haptico iphone', 'teclado iphone ios 16', 'teclado iphone keyboard', 'teclado iphone más grande', 'teclado iphone una mano', 'teclado iphone números', 'teclado iphone sonido', 'iphone teclado', 'iphone 14', 'iphone 14 pro', 'ios 16', 'ios 16 teclado', 'tecnología', 'apple', 'soriano tech', 'iphone dictado por voz', 'iphone trackpad mode']"
2023-01-19T17:30:09Z,Unboxing Apple Watch Ultra,1780,110,"['apple watch ultra', 'apple watch ultra unboxing', 'apple watch unboxing', 'apple watch', 'apple watch unboxing asmr', 'unboxing asmr', 'unboxing no talking']"
2023-01-18T20:43:59Z,Unboxing NuPhy Halo 75,2152,95,"['nuphy', 'mechanical keyboard', 'nuphy keyboard', 'halo 75', 'nuphy halo', 'nuhy halo 75', 'nuphy halo65', 'teclado mecánico', 'teclado mecánico silencioso', 'teclado mecánico vs teclado normal']"
2023-01-17T19:00:23Z,NuPhy Halo 75 Review en español: Muy premium,4167,211,"['teclado mecánico', 'teclado mecánico nuphy', 'nuphy', 'nuphy halo', 'nuphy halo 75', 'teclado mecánico para mac', 'el mejor teclado para mac', 'el mejor teclado mécanico para mac', 'teclado para windows', 'teclados mecánicos', 'qué teclado mecánico comprar', 'qué es teclado mecánico', 'teclado mecánico vs teclado normal', 'teclado gamer', 'teclado bluetooth', 'soriano tech', 'teclado mecanico', 'teclado mecánico barato', 'teclado mecánico calidad precio', 'teclados nuphy', 'teclado mecanico español']"
2023-01-15T18:00:21Z,Xbox Series S VS Nintendo Swith 🤨 CUÁL COMPRAR?,41543,1375,"['xbox series s', 'nintendo switch', 'nintendo vs xbox', 'nintendo switch vs xbox series s', 'nintendo switch vs series s', 'mejor consola 2023', 'videojuegos', 'juegos nintendo switch', 'juegos xbox series s', 'juegos xbox', 'xbox', 'xbox series', 'xbox series s precio', 'xbox series s potencia', 'xbox series s español', 'xbox series s diferencias', 'nintendo switch 2023', 'nintendo switch precio', 'precio xbox series s comprar', 'opinion xbox series s', 'nintendo', 'series s', 'soriano tech']"
2023-01-12T18:30:42Z,10 trucos SÚPER ÚTILES para Mac,16960,946,"['mac', 'macos', 'macos ventura', 'trucos para mac', 'mac trucos', 'trucos para mac y iphone', 'trucos macos', 'trucos macos ventura', 'macos big sur', 'apple mac', 'apple', 'tecnología', 'soriano tech', 'productividad mac', 'trucos macbook', 'PDF', 'UPDF', 'pdf editor']"
2023-01-09T18:30:10Z,iPad 10: Lo que necesitas saber,18614,725,"['ipad 10', 'ipad 10 vs ipad air', 'ipad 10 reseña', 'ipad 10 para estudiantes', 'ipad para estudiantes', 'ipad 10 apple pencil', 'ipad 10 gaming', 'ipad gaming', 'ipad estudiantes', 'ipad 10 review en español', 'para quién es el ipad 10', 'ipad 10 para el trabajo', 'ipad para trabajar', 'ipad para el trabajo', 'apple pencil 1 ipad', 'accesorios para ipad', 'accesorios para ipad 10', 'keyboard folio para ipad', 'apple', 'ipad', 'apple tablet', 'tecnología', 'rendimiento ipad 10', 'ipad 10 vs ipad air 5']"
2023-01-05T19:20:19Z,Apple Watch ULTRA - MODO NOCHE 🌙,29783,438,"['apple watch ultra', 'apple watch', 'apple watch ultra trucos', 'apple watch trucos', 'apple watch modo noche', 'apple watch night mode', 'watch apple', 'apple watch tricks', 'apple apple watch', 'watch ultra', 'modo noche']"
2023-01-03T16:06:52Z,Truco Apple Pencil ✏️+ iPhone = 🔋,18712,369,"['apple pencil', 'apple pencil 2', 'apple pencil trucos', 'apple pencil tricks', 'apple pencil tips', 'apple pencil 1 vs 2', 'apple pencil ideas', 'apple pencil truco', 'apple pencil tips and tricks', 'apple', 'tecnología', 'apple pencil 1', 'apple pencil iPhone', 'iPhone']"
2023-01-01T18:30:07Z,Cómo usar Notion para organizar tu vida en 2023,98442,3603,"['notion', 'cómo usar notion', 'notion tutorial', 'como usar notion para estudiantes', 'notion cómo usar', 'notion como organizar', 'como usar notion para estudiar', 'por qué usar notion', 'notion app', 'notion tour', 'apps para organizar tu dia', 'tecnología', 'soriano tech', 'productividad', 'notion para productividad', 'notion para estudiantes', 'notion estudiantes']"
2022-12-31T15:52:31Z,"Apple Watch ULTRA OCEAN 🌊 correa, BLANCA ⚪️",4134,138,"['apple watch ultra', 'apple watch', 'apple watch ultra correa', 'apple watch ultra band', 'apple watch correas', 'correas para apple watch', 'correas para apple watch ultra', 'watch ultra', 'apple', 'tecnología', 'soriano tech', 'Apple watch unboxing', 'Apple watch ultra unboxing', 'Unboxing']"
2022-12-26T18:00:11Z,10 TRUCOS INCREÍBLES para iPhone 😮,10716,720,"['trucos iphone', 'trucos para iphone', 'trucos', 'iphone mejores trucos', 'trucos increíbles iphone', 'trucos para iPhone 13', 'trucos para iPhone 14', 'iPhone', 'Apple', 'trucos Apple iPhone', 'trucos para el iphone', 'iphone 14 trucos', 'iphone 14', 'iphone apple', 'tecnología', 'soriano tech', 'trucos de iphone', 'trucos iphone 11', 'trucos iphone 12', 'trucos iphone 13', 'trucos iphone 13 pro max']"
2022-12-15T18:30:39Z,Qué tengo en mi iPhone 14 Pro?,24589,1056,"['iphone 14 pro', 'iphone 14', 'iphone 14 pro max', 'qué tengo en mi iPhone', 'qué tengo en mi iPhone 14 pro', 'qué tengo en mi iPhone 14', 'apps para iPhone', 'mejores apps para iphone', 'mejores apps para iPhone 2022', 'apps para iPhone 14', 'apps para iPhone 14 pro', 'Apple', 'Apple iPhone', 'iPhone 14 Apple', 'tecnología', 'mejores apps iPhone', 'mejores apps Apple', 'soriano tech']"
2022-12-11T18:00:03Z,LOS MEJORES GADGETS de 2022,18705,999,"['top 5 gadgets', 'mejores gadgets 2022', 'tecnología', 'gadgets review', 'tech gadgets', 'xbox series s', 'teclado mecánico', 'nuphy halo65', 'airpods pro 2', 'iPhone 14 pro', 'iPhone', 'Apple Watch Ultra', 'soriano tech']"
2022-12-08T17:00:27Z,Probando la Xbox Series S,23414,851,"['shorts', 'xbox series s', 'xbox', 'fortnite gameplay', 'fortnite', 'xbox fortnite', 'xbox game pass', 'youtube shorts', 'tech', 'youtube short', 'tecnología', 'best shorts', 'most viewed youtube shorts', 'tech gadgets', 'gaming girl', 'fortnite game', 'fortnite 2022', 'fortnite on xbox', 'xbox series s gameplay']"
2022-12-06T18:30:37Z,Xbox Series S. SIGUE VALIENDO LA PENA? 🎮,142728,4563,"['xbox series s vs xbox series x', 'xbox series s', 'xbox', 'xbox 2022', 'xbox series s primeras impresiones', 'xbox review español', 'xbox series s review español', 'xbox microsoft', 'xbox series s opinión', 'xbox opinión', 'tecnología', 'soriano tech', 'juegos xbox', 'game pass xbox', 'juegos xbox series s']"
2022-12-04T18:57:41Z,Personalizo mi iPad Air al 100%,7078,437,"['personalizar iPad', 'personaliza tu iPad', 'skin para iPad', 'iPad skin', 'iPad skin dbrand', 'cómo personalizar tu iPad', 'iPad', 'iPad Apple', 'iPad Air', 'Apple', 'tecnología']"
2022-11-24T18:30:01Z,iPhone 14 Pro 2 meses después - mereció la pena?,28893,994,"['iphone 14 pro max', 'iphone 14', 'iphone 14 pro', 'iphone 14 review español', 'iphone 14 pro analisis', 'iphone 14 pro vale la pena', 'iphone 14 vale la pena', 'iphone apple', 'apple', 'tecnología', 'iphone pro', 'vale la pena el iphone pro?', 'vale la pena el iPhone 14 pro?', 'soriano tech']"
2022-11-04T19:00:20Z,"Scrintal, el futuro de las NOTAS VISUALES? 📝",10032,455,"['scrintal', 'app notas', 'tomar notas en clase', 'mejor app para tomar notas', 'apps para mac', 'app notas mac', 'app de notas para mac', 'app para tomar notas', 'scrintal app', 'scrintal review', 'scrintal para principiantes', 'scrintal tutorial', 'app notas tutorial', 'apps para estudiantes', 'tomar notas para estudiantes en mac', 'tencología', 'soriano tech', 'notas', 'tomar notas', 'notion alternativas', 'notion vs scritanl']"
2022-11-01T18:30:14Z,"La ISLA DINÁMICA, 10 cosas a saber",7518,380,"['isla dinamica', 'dynamic island', 'iphone 14 pro', 'isla iphone', 'isla iphone 14 pro', 'la isla dinamica', 'isla dinamica iphone', 'iphone 14 pro island', 'iphone', 'apple', 'tecnología', 'soriano tech', 'iphone trucos', 'trucos iphone', 'iphone 14 trucos', 'soriano tech iphone', 'apple iphone', 'que es la isla dinamica', 'que es la isla dinamica iphone', 'como activar la isla dinamica', 'como funciona la isla dinamica']"
2022-10-28T17:30:03Z,iPad 10 AMARILLO 🟡 unboxing en español,13092,569,"['ipad', 'ipad 10', 'ipad 10 new', 'ipad apple', 'ipad 10th generation', 'ipad unboxing', 'ipad unboxing español', 'ipad 10 apple pencil', 'apple', 'ipad 2022', 'ipad 10 unboxing', 'ipad 10 unboxing español', 'soriano tech', 'unboxing', 'tecnología', 'ipad aesthetic unboxing', 'ipad 10th gen', 'ipad colores', 'ipad amarillo']"
2022-10-24T16:15:39Z,Lofree 1%. El teclado mecánico TRANSPARENTE,4313,259,"['lofree', 'lofree 1', 'lofree 1%', 'teclado mecánico', 'teclado mecánico transparente', 'teclado mecánico Mac', 'teclado mecánico gaming', 'mejor teclado mecánico', 'qué teclado mecánico comprar', 'qué es un teclado mecánico', 'tecnología', 'teclado para Mac', 'soriano tech']"
2022-10-16T17:13:39Z,Necesitaba un respiro,6064,687,"['vlogs', 'blogs', 'vivir en Finlandia', 'vida en Finlandia', 'emprender en YouTube', 'productividad y descanso', 'vlog en español', 'vlogger', 'vlog español', 'blogs en español', 'Finlandia en otoño', 'vlog en Finlandia', 'soriano tech', 'sony7c vlog', 'drone vlog']"
2022-10-10T16:30:10Z,Cómo tomar notas MÁS VISUALES (nueva formula) 🧪,9132,474,"['cómo tomar notas', 'cómo tomar notas visuales', 'cómo hacer esquemas', 'apps notas', 'apps esquemas', 'apps diagramas', 'miro', 'app miro', 'miro app', 'mejores apps para estudiantes', 'apps para estudiantes', 'apps mac para estudiantes', 'tomar notas en Mac', 'hacer esquemas en Mac', 'hacer esquemas en iPad', 'diagrama de flujo', 'roadmap', 'data science', 'soriano tech', 'productividad', 'apps', 'tecnología', 'cómo hacer diagrama de gantt', 'notion', 'app notion', 'notas adhesivas online']"
2022-10-06T16:30:06Z,Apps ALTERNATIVAS para Mac (TOP 6),5772,366,"['apps productividad Mac', 'productividad Mac', 'MacBook Air M2', 'productividad apps', 'apps de productividad', 'mejores apps mac', 'mejores apps macbook air', 'apps para mac', 'apple apps', 'setapp', 'productividad setapp', 'mejores apps de setapp', 'productividad', 'tecnología', 'apple', 'soriano tech', 'macbook pro', 'tecnología y productividad', 'trabajar en el Mac', 'apps alternativas', 'apps alternativas para Mac', 'apps productividad', 'soriano tech apps', 'mac apps', 'macbook apps', 'apps diferentes']"
2022-09-27T16:20:39Z,"iPhone 14 Pro, qué ha cambiado?",14676,982,"['iphone 14', 'iphone 14 pro', 'iphone 14 pro max', 'iphone 14 español', 'iphone review', 'iphone 14 review', 'cuál iphone es mejor', 'iphone apple', 'apple', 'iphone', 'iphone ios 16', 'ios 16', 'iphone ios', 'tecnología', 'soriano tech', 'mejor iphone', 'nuevo iphone', 'iphone 14 vs 13', 'iphone pro', 'iphone max', 'iphone isla dinámica', 'iphone dynamic island', 'dynamic island']"
2022-09-23T17:00:22Z,"AirPods Pro 2, unboxing y primeras impresiones",32974,1241,"['airpods pro 2', 'airpods pro 2 unboxing', 'airpods pro', 'airpods pro 2nd gen', 'airpods pro vs airpods pro 2', 'audifonos apple', 'auriculares apple', 'apple airpods', 'apple', 'tecnología', 'airpods', 'soriano tech', 'cual airpods es mejor', 'qué airpods comprar', 'airpods cómo usar', 'airpods vs airpods pro']"
2022-09-15T17:30:00Z,Qué Apps utilizo para HACER DEPORTE?,6397,384,"['apps deporte', 'apps para hacer deporte', 'apps alimentación', 'apps salud y bienestar', 'iPhone Apps', 'workout apps', 'iOS 16 Apps', 'app indya', 'apps running', 'mejores apps para hacer deporte', 'mejores apps deporte', 'strava', 'strava iPhone', 'strava Apple Watch', 'indya', 'headspace app', 'apps meditación', 'Apple Fitness Plus', 'app deporte para ios', 'Apple', 'iPhone', 'iPad', 'tecnología', 'soriano tech']"
2022-09-12T17:00:20Z,iOS 16 MEJORES NOVEDADES (TOP 5),39492,1625,"['iOS 16', 'ios16', 'Apple iOS', 'iPhone iOS 16', 'iPhone iOS16', 'iPhone iOS', 'iOS 16 novedades', 'novedades iOS', 'iOS novedades', 'iPhone 14', 'Apple iPhone', 'iPhone Mini', 'Apple noticias', 'tecnología', 'soriano tech', 'iPhone actualización', 'actualización iPhone', 'editar mensajes iPhone', 'eliminar fondo imagen iPhone', 'pantalla de bloqueo iPhone', 'app mensajes iPhone']"
2022-09-11T17:22:15Z,Cómo uso el iPad en el día a día,18633,956,"['iPad', 'iPad para qué sirve', 'iPad para el día a día', 'iPad para estudiantes', 'iPad para trabajar', 'iPad para casa', 'iPad Apple', 'cómo usar iPad', 'iPad mejores fundas', 'iPad escritorio', 'iPad monitor externo', 'iPad ocio', 'iPad trabajo', 'stand para iPad', 'trabajar con iPad', 'iPad Air', 'iPad Mini', 'iPad Pro', 'soriano tech', 'tecnología', 'Apple', 'moft', 'moft snap system', 'moft iPad stand']"
2022-09-07T19:09:18Z,"Apple Music, trucos SÚPER útiles en iOS 16",40236,1568,"['Apple Music trucos', 'Apple Music', 'Apple Music o Spotify', 'Apple Music calidad', 'Apple Music opiniones', 'Apple Music Dolby atmos', 'Apple Music que ofrece', 'Apple Music vs Spotify', 'Apple Music replay', 'Apple Music merece la pena', 'Apple Music España', 'Apple Music review español', 'Apple', 'Tecnología', 'Apple Music Airpods', 'soriano tech', 'soriano tech Apple', 'Apple Music iOS 16', 'iOS 16', 'iOS16', 'trucos iOS 16']"
2022-09-03T17:23:01Z,NuPhy Halo65. UNBOXING y PRIMERAS IMPRESIONES,8845,430,"['qué teclado mecánico comprar', 'halo65', 'teclado mecánico', 'teclado mecánico high profile', 'teclado', 'teclado mecánico nuphy', 'nuphy', 'nuphy halo65', 'sonido teclado mecánico', 'teclado mecánico para mac', 'teclado mecánico para programar', 'teclado mecánico blanco', 'teclado mecánico inalámbrico', 'teclado mecánico gaming', 'teclado mecánico qué es', 'teclado mecánico silencioso', 'tecnología', 'soriano tech', 'gadgets de tecnología', 'unboxing']"
2022-08-30T17:30:06Z,Apps favoritas para iPad (TOP 5),27052,1256,"['top iPad Apps', 'por que iPad', 'apps iPad 2022', 'iPad Apps', 'Apps para iPad', 'mejores Apps para iPad', 'iPad', 'iPad Air', 'iPad y Apple Pencil', 'soriano tech', 'tecnología', 'Apple', 'iPad Apple']"
2022-08-26T18:00:01Z,Cómo crear una AGENDA SEMANAL con Notion,67987,2178,"['agenda semanal', 'notion', 'agenda semanal notion', 'agenda notion', 'notion semanal', 'notion app', 'productividad notion', 'cómo usar notion', 'app notion', 'notion en el mac', 'crear agenda en notion', 'notion lista de tareas', 'tecnología', 'apps', 'soriano tech', 'soriano tech notion', 'notion plantillas', 'notion calendario']"
2022-08-24T17:30:02Z,SET UP ÚNICO con 3 PANTALLAS (Tropire Tri-Screen),6168,282,"['MacBook', 'MacBook pantallas', 'Mac monitor externo', 'monitor triple', 'portátil', 'computadora', 'computadora Apple', 'tropire', 'conectar pantalla externa al Mac', 'MacBook pro', 'MacBook air', 'triple screen macbook', 'Apple', 'Apple MacBook', 'mejores accesorios para Mac', 'accesorios MacBook', 'pantalla para Mac', 'tecnología', 'accesorios tecnología', 'monitor para portátil', 'soriano tech']"
2022-08-17T18:00:13Z,Guía Pantalla de Inicio MINIMALISTA en el iPhone,10845,630,"['iphone minimalista', 'minimalist iphone', 'iphone fondos de pantallas', 'iphone widgets transparentes', 'iphone widgets minimalista', 'minimalista iphone', 'iPhone', 'Apple', 'tecnología', 'soriano tech', 'soriano tech iPhone', 'iPhone Mini', 'iPhone 13', 'iPhone 13 Mini']"
2022-08-08T19:02:18Z,Lo vuelvo a ver 6 años después,7152,383,"['florencia', 'vlog florencia', 'justin bieber', 'concierto justin bieber', 'NFT florencia', 'bvlogs', 'daily vlog en español', 'vlogger español', 'Apple Florencia', 'Apple', 'soriano tech', 'vlog', 'vlogging', 'daily vlogs']"
